,X_1,X_2,X_3,X_4,X_5,alpha
time 1807,0.48,-0.63,0.27,0.95,0.94,1.0
time 1808,0.83,-0.01,-0.13,-0.51,-0.65,0.33
time 1809,0.66,-0.46,-0.95,0.12,-0.2,1.0
time 1810,0.33,0.13,-0.9,-0.45,0.74,0.67
time 1811,0.93,0.87,0.25,0.68,-0.05,1.0
time 1812,-0.37,-0.75,0.1,-0.41,-0.34,1.0
time 1813,0.18,0.46,-0.81,0.65,-0.73,0.33
time 1814,-0.45,0.21,0.18,0.65,-0.89,0.67
time 1815,-0.71,-0.19,0.56,0.86,0.03,0.33
time 1816,0.9,-0.64,-0.41,-0.99,-0.67,1.0
time 1817,0.37,0.46,0.15,-0.37,-0.61,0.33
time 1818,-0.65,-0.99,-0.99,0.43,0.66,1.0
time 1819,1.0,0.45,-0.55,-0.33,0.27,1.0
time 1820,-0.09,0.77,-0.03,-0.71,0.61,0.33
time 1821,-0.58,-0.06,0.32,0.23,-0.53,0.67
time 1822,-0.59,-0.25,-0.33,0.39,0.46,1.0
time 1823,0.01,-0.41,0.09,-0.58,0.77,1.0
time 1824,0.29,-0.2,-0.66,-0.77,0.88,1.0
time 1825,0.78,0.67,0.91,0.02,-0.65,0.33
time 1826,-0.89,-0.26,-0.16,-0.04,-0.38,1.0
time 1827,-0.13,0.76,-0.05,-0.87,-0.52,0.33
time 1828,-0.67,0.21,-0.71,0.55,-0.47,1.0
time 1829,-0.07,-0.2,-0.26,-0.93,0.47,0.33
time 1830,-0.68,0.75,-0.45,-0.36,-0.83,0.33
time 1831,0.87,0.17,0.45,-0.83,0.32,0.67
time 1832,0.77,0.84,-0.87,-0.17,-0.87,0.33
time 1833,-0.16,-0.01,-0.74,0.19,0.88,1.0
time 1834,-1.0,-0.68,0.23,-0.87,-0.94,0.33
time 1835,0.15,-0.41,0.79,0.55,0.76,0.67
time 1836,-0.18,-0.94,0.3,-0.43,0.75,0.33
time 1837,-0.84,0.72,0.45,-0.77,0.55,0.33
time 1838,0.06,-0.12,0.45,0.92,0.85,0.33
time 1839,-0.72,0.87,-0.05,0.1,-0.08,0.33
time 1840,-0.42,0.41,-0.39,0.57,-0.33,1.0
time 1841,0.21,-0.67,0.36,-0.1,-0.02,1.0
time 1842,-0.01,0.49,-0.73,-0.11,-0.41,0.33
time 1843,0.08,-0.14,0.78,0.18,-0.26,0.67
time 1844,-0.98,0.86,0.21,0.97,-0.57,1.0
time 1845,-0.21,-0.92,0.09,0.85,0.39,0.67
time 1846,-0.26,-0.06,0.83,0.66,0.95,1.0
time 1847,0.2,-0.97,-0.61,0.3,0.1,0.33
time 1848,0.1,0.97,-0.96,0.64,0.1,1.0
time 1849,0.26,-0.27,0.7,0.3,-0.4,0.33
time 1850,0.78,-0.24,0.94,0.91,-0.78,1.0
time 1851,0.2,-0.53,-0.06,-0.05,-1.0,1.0
time 1852,-0.17,0.85,-0.26,0.62,0.65,1.0
time 1853,-0.55,0.21,-0.39,-0.96,0.92,0.33
time 1854,0.54,-0.16,-0.85,-0.35,0.74,1.0
time 1855,-0.48,-0.5,0.31,-0.03,0.2,0.33
time 1856,-0.43,0.84,-0.55,0.0,-0.85,0.67
time 1857,-0.8,0.1,-0.25,0.78,-0.49,0.67
time 1858,0.7,-0.31,0.6,0.76,-0.49,0.33
time 1859,-0.65,0.19,-0.96,-0.88,0.79,1.0
time 1860,0.46,0.25,0.71,0.52,-0.34,0.67
time 1861,-0.17,-0.56,-0.24,-0.7,-0.97,0.33
time 1862,-0.49,-0.15,-0.39,0.72,0.57,0.33
time 1863,0.67,0.1,0.82,-0.18,0.08,0.33
time 1864,0.75,-0.33,0.84,-0.98,0.62,1.0
time 1865,0.79,0.84,-0.8,-0.67,0.63,0.67
time 1866,-0.11,0.14,-0.77,-0.81,-0.83,1.0
time 1867,-0.9,0.64,0.74,-0.66,0.49,1.0
time 1868,-0.87,-0.8,-0.77,-0.34,0.82,0.67
time 1869,0.63,-0.52,-0.58,0.71,0.28,0.67
time 1870,0.93,0.88,-0.91,-0.26,-0.0,1.0
time 1871,0.59,0.39,0.23,-0.52,0.05,0.67
time 1872,-0.61,0.26,0.5,0.2,-0.24,1.0
time 1873,-0.18,-0.95,0.57,0.99,-0.71,0.67
time 1874,-0.53,0.15,0.02,-0.16,0.09,1.0
time 1875,-0.14,0.18,-0.41,0.13,0.01,0.67
time 1876,-0.2,-0.07,-0.89,0.08,-0.92,1.0
time 1877,0.69,0.23,-0.39,0.63,-0.02,0.67
time 1878,-0.85,-0.97,-0.31,-0.28,0.8,0.33
time 1879,0.9,0.28,-0.75,-0.06,0.2,0.67
time 1880,-0.53,-0.05,0.38,-0.85,0.4,1.0
time 1881,-0.57,0.97,-0.11,1.0,0.58,0.67
time 1882,-0.03,0.21,-0.25,0.96,0.69,0.67
time 1883,-0.21,0.13,0.33,0.31,0.28,0.33
time 1884,0.21,0.7,0.02,-0.09,0.09,0.33
time 1885,0.89,0.07,-0.66,0.5,-0.76,0.33
time 1886,-0.1,0.47,0.4,-0.32,0.81,0.67
time 1887,0.08,-0.84,-0.51,-0.59,0.68,0.33
time 1888,-0.86,0.5,-0.22,-0.48,0.02,1.0
time 1889,-0.27,0.84,-0.49,0.5,0.58,1.0
time 1890,0.82,0.53,-0.96,-0.73,0.49,0.67
time 1891,0.02,-0.6,0.45,0.29,0.39,0.67
time 1892,0.3,0.67,0.27,-0.27,0.39,0.33
time 1893,-0.18,0.78,0.84,0.82,0.69,0.67
time 1894,-0.64,-0.65,0.47,-0.94,0.54,0.67
time 1895,0.25,-0.23,0.72,-0.38,-0.54,0.67
time 1896,0.99,-0.73,0.55,-0.03,0.92,0.33
time 1897,-0.1,0.28,-0.67,-0.73,0.4,0.67
time 1898,0.54,-0.84,0.44,-0.37,-0.74,0.33
time 1899,-0.45,0.74,0.86,-0.53,-0.92,1.0
time 1900,0.62,0.24,0.55,0.92,0.52,1.0
time 1901,0.96,0.13,-0.39,0.28,-0.44,1.0
time 1902,-0.48,0.87,-0.96,-0.72,-0.78,1.0
time 1903,0.51,0.18,-0.67,-0.33,0.44,1.0
time 1904,0.29,0.54,-0.45,0.79,0.67,0.67
time 1905,-0.98,0.34,0.36,-0.27,-0.75,0.33
time 1906,0.39,-0.28,-0.29,0.22,-0.13,0.67
time 1907,-0.26,-0.22,-0.63,-0.08,-0.1,1.0
time 1908,0.47,-0.96,0.05,0.36,0.82,1.0
time 1909,-0.55,0.56,0.13,0.38,0.22,0.67
time 1910,0.38,-0.19,-0.61,0.9,0.67,0.67
time 1911,0.53,-0.01,0.87,-0.3,-0.18,1.0
time 1912,0.57,-0.72,0.3,0.67,-0.97,1.0
time 1913,0.89,-0.39,-0.3,-0.14,0.78,0.67
time 1914,0.56,-0.7,-0.79,0.61,-0.91,0.33
time 1915,-0.85,0.92,-0.53,0.14,0.22,1.0
time 1916,-0.32,-0.26,-0.8,-0.82,0.59,0.33
time 1917,-0.51,0.02,0.98,-0.32,0.03,0.67
time 1918,-0.83,0.87,0.25,-0.54,-0.07,1.0
time 1919,-0.19,-0.87,-0.71,-0.9,-0.05,0.33
time 1920,-0.42,-0.69,0.72,0.92,-0.01,0.33
time 1921,0.74,0.95,0.02,-0.72,0.94,0.67
time 1922,0.78,0.78,0.16,0.87,0.02,0.33
time 1923,-0.06,-0.6,0.59,-0.29,-0.41,0.33
time 1924,0.12,0.95,-0.52,0.19,-0.31,1.0
time 1925,-0.78,0.61,-0.88,-0.3,0.8,1.0
time 1926,0.32,0.04,0.11,-0.8,-0.79,0.33
time 1927,-0.13,-0.06,-0.55,-0.58,0.8,0.33
time 1928,0.95,0.27,-0.32,-0.7,-0.06,0.67
time 1929,-0.16,0.83,-0.85,0.72,0.82,0.33
time 1930,0.85,0.9,-0.76,-0.93,0.33,1.0
time 1931,0.35,0.76,-0.08,0.28,-0.18,1.0
time 1932,-0.98,0.06,0.46,-0.76,0.51,0.33
time 1933,0.19,0.03,0.08,0.07,0.73,0.67
time 1934,-0.66,-0.34,0.24,-0.6,0.31,0.33
time 1935,-0.64,0.57,-0.17,0.03,-0.22,1.0
time 1936,-0.21,-0.56,-0.35,0.83,-0.52,0.33
time 1937,-0.46,-0.42,0.3,0.24,0.02,0.33
time 1938,0.33,-0.44,-0.76,0.89,0.66,1.0
time 1939,0.92,0.35,0.53,-0.14,0.84,0.33
time 1940,-0.0,0.13,0.84,-0.01,-0.4,0.33
time 1941,0.78,0.66,-0.0,0.87,-0.51,0.67
time 1942,-0.68,-0.5,-0.23,-0.22,0.17,1.0
time 1943,0.3,-0.72,0.07,-0.34,0.41,0.33
time 1944,0.09,-0.86,-0.18,0.28,-0.03,0.67
time 1945,-0.71,0.7,-0.23,-0.31,0.22,0.67
time 1946,0.44,0.0,-0.25,-0.63,0.28,0.33
time 1947,0.75,0.89,-0.94,0.96,0.13,0.67
time 1948,0.8,0.24,0.27,0.52,-0.35,0.33
time 1949,-0.57,-0.15,-0.2,0.55,0.54,0.67
time 1950,0.83,0.22,-0.65,-0.27,0.78,1.0
time 1951,-0.9,-0.76,0.16,0.92,-0.17,1.0
time 1952,0.96,-0.38,-0.08,-0.29,-0.08,0.67
time 1953,-0.63,0.74,-0.27,-0.79,0.46,0.67
time 1954,0.58,0.85,0.56,-0.09,0.47,0.67
time 1955,-0.27,0.84,-0.81,-1.0,0.16,0.67
time 1956,0.33,-0.5,-0.33,0.58,0.74,0.67
time 1957,0.06,-0.38,-0.52,0.64,0.71,1.0
time 1958,-0.63,0.41,0.61,0.8,-0.92,1.0
time 1959,-0.98,-0.44,-0.71,-0.02,-0.02,1.0
time 1960,0.61,0.72,-0.09,-0.78,0.03,0.33
time 1961,-0.32,-0.78,-0.16,0.67,0.08,1.0
time 1962,0.65,0.64,0.12,0.61,0.54,0.67
time 1963,0.29,0.83,-0.08,0.56,-0.47,1.0
time 1964,-0.14,0.66,0.17,-0.97,-0.99,1.0
time 1965,-0.23,0.76,-0.16,-0.62,0.01,0.33
time 1966,-0.24,0.09,0.14,0.27,-0.3,0.33
time 1967,0.66,0.9,-0.07,0.73,0.33,1.0
time 1968,-0.27,0.82,0.28,-0.93,-0.1,0.67
time 1969,-0.39,0.3,-0.09,-0.22,-0.32,0.33
time 1970,0.68,-0.64,0.75,0.46,0.8,0.67
time 1971,0.16,-0.77,-0.5,0.95,0.91,0.67
time 1972,-0.32,-0.17,0.8,-0.78,0.1,0.33
time 1973,0.4,-0.57,-0.04,-0.45,0.71,0.33
time 1974,0.3,-0.74,-0.5,0.82,0.54,0.67
time 1975,0.17,0.06,-0.17,0.12,-0.37,0.33
time 1976,0.18,0.72,-0.29,0.23,-0.29,0.67
time 1977,-0.6,0.6,-0.75,-0.95,-0.66,0.33
time 1978,-0.81,0.25,0.13,-0.41,0.0,0.33
time 1979,-0.5,-0.6,-0.64,0.75,-0.41,1.0
time 1980,0.41,-0.89,0.71,-0.12,0.5,0.33
time 1981,0.4,0.08,0.89,0.04,0.61,0.33
time 1982,0.97,-0.15,-0.21,-0.84,0.54,0.33
time 1983,0.89,-0.91,0.25,-0.04,-0.2,1.0
time 1984,0.94,0.93,-0.01,-0.18,-0.88,1.0
time 1985,-0.3,0.71,0.88,-0.58,-0.11,0.67
time 1986,0.71,0.09,-0.36,-0.09,-0.74,0.67
time 1987,0.09,-0.16,0.16,-0.42,-0.6,1.0
time 1988,0.93,-0.55,0.13,0.67,-0.14,1.0
time 1989,0.97,0.79,0.32,0.22,0.32,0.67
time 1990,-0.62,-0.57,0.24,-0.85,0.58,0.67
time 1991,0.48,-0.82,-0.55,0.12,0.47,1.0
time 1992,-0.03,0.81,0.8,0.63,0.38,0.67
time 1993,-0.93,0.82,0.18,-0.72,0.12,1.0
time 1994,-0.91,0.62,-0.59,0.65,-0.3,0.67
time 1995,-0.21,0.93,0.2,-0.39,-0.62,0.67
time 1996,0.02,-0.85,0.28,0.56,0.17,1.0
time 1997,-0.44,0.65,-0.02,0.75,-0.72,0.67
time 1998,-0.14,0.35,-0.81,0.82,-0.5,1.0
time 1999,0.35,0.13,-0.24,-0.43,-0.44,1.0
time 2000,-0.09,0.44,-0.31,-0.74,0.78,0.33
time 2001,-0.1,-0.38,-0.92,-0.24,-0.91,0.33
time 2002,-0.82,0.25,-0.14,-0.47,-0.33,1.0
time 2003,-0.21,-0.26,0.96,0.31,-0.16,0.33
time 2004,0.57,-0.19,0.32,-0.88,0.25,0.33
time 2005,-0.81,-0.72,0.52,-0.09,0.99,0.67
time 2006,-0.27,-0.28,0.09,-0.32,0.07,0.67
time 2007,-0.75,-0.78,-0.4,0.08,0.16,0.33
time 2008,0.9,0.88,0.57,-0.4,0.16,0.33
time 2009,0.35,0.02,-0.08,0.14,-0.2,0.67
time 2010,-0.9,0.11,0.79,0.6,-0.39,0.33
time 2011,0.2,-0.83,0.47,-0.91,-0.75,1.0
time 2012,-0.9,0.32,0.46,-0.31,0.47,0.67
time 2013,-0.78,-0.12,0.5,0.65,0.34,1.0
time 2014,0.6,0.16,-0.93,0.42,-0.43,0.33
time 2015,0.62,-0.76,0.32,0.97,0.74,1.0
time 2016,0.54,0.15,0.39,0.74,-0.88,0.67
time 2017,-0.28,-0.4,-0.21,0.41,0.73,0.67
time 2018,0.63,-0.9,-0.35,-0.32,0.94,0.67
time 2019,0.13,0.06,0.95,-0.01,0.22,0.33
time 2020,-0.04,0.03,0.03,-0.6,0.7,0.33
time 2021,-0.1,0.81,-0.36,-0.29,0.15,1.0
time 2022,0.17,0.37,0.81,-0.69,0.95,1.0
time 2023,0.77,-0.55,-0.01,0.51,-0.33,0.67
time 2024,-0.76,-0.45,0.09,-0.67,0.98,1.0
time 2025,-0.23,0.83,-0.18,-0.79,0.9,1.0
time 2026,-0.36,-0.69,0.12,-0.42,-0.9,0.67
time 2027,-0.54,0.76,-0.89,0.88,-0.86,0.67
time 2028,0.04,-0.04,0.99,-0.03,-0.81,1.0
time 2029,0.86,0.8,-0.44,-0.36,0.59,0.33
time 2030,-0.97,0.78,0.67,0.49,-0.14,1.0
time 2031,-0.76,-0.73,0.2,-0.05,-0.68,0.67
time 2032,-0.66,-0.85,0.44,-0.55,-0.79,0.33
time 2033,0.83,-0.74,-0.91,0.57,-0.17,0.33
time 2034,-0.71,-0.27,-0.85,-0.3,-0.59,0.67
time 2035,0.84,0.97,-0.48,0.22,-0.86,1.0
time 2036,0.33,-0.57,-0.06,0.48,0.44,0.33
time 2037,0.25,0.94,0.16,0.14,0.67,0.67
time 2038,0.09,-0.23,-0.36,0.54,-0.31,1.0
time 2039,-0.76,-0.4,0.38,0.06,0.28,0.33
time 2040,0.11,0.74,-0.79,0.36,-0.36,0.67
time 2041,0.85,-0.89,0.5,-0.33,0.25,1.0
time 2042,0.47,0.32,-0.21,-0.29,0.93,1.0
time 2043,-0.42,0.95,-0.79,0.8,-0.95,0.33
time 2044,0.81,0.97,0.03,0.94,0.68,0.67
time 2045,0.01,0.72,-0.82,0.15,-0.61,1.0
time 2046,-0.78,-0.13,0.47,-0.72,0.84,0.67
time 2047,-0.71,0.49,-0.21,0.15,0.76,0.33
time 2048,-0.58,0.24,0.88,-0.93,0.48,0.33
time 2049,-0.24,0.48,-0.45,-0.08,0.26,0.67
time 2050,-0.11,-0.27,0.62,-0.94,0.69,1.0
time 2051,-0.91,-0.04,0.53,-0.9,0.05,1.0
time 2052,-0.37,-0.33,-0.33,-0.57,-0.93,1.0
time 2053,0.93,-0.85,0.55,-0.33,-0.5,1.0
time 2054,-0.65,-0.19,0.17,0.65,0.83,1.0
time 2055,0.55,-0.52,0.47,0.41,0.75,1.0
time 2056,0.3,-0.76,0.93,0.75,-0.35,1.0
time 2057,0.79,0.71,-0.34,-0.59,-0.31,0.67
time 2058,0.98,-0.65,0.29,0.19,0.32,0.33
time 2059,0.93,0.59,0.18,0.76,0.3,0.33
time 2060,0.8,0.38,-0.57,-0.62,-1.0,0.67
time 2061,0.67,0.68,-0.42,-0.19,-0.36,0.67
time 2062,-0.02,-0.82,-0.76,0.17,-0.4,0.33
time 2063,0.71,-0.71,0.8,0.75,-0.4,1.0
time 2064,0.75,0.25,0.49,-0.96,-0.55,1.0
time 2065,-0.7,0.77,-0.05,-0.96,0.87,1.0
time 2066,-0.4,-0.98,0.69,-0.13,-0.8,1.0
time 2067,-0.35,-0.59,0.91,-0.42,0.19,1.0
time 2068,-0.84,0.15,0.22,-0.35,0.03,1.0
time 2069,0.62,-0.77,0.37,0.44,-0.42,0.67
time 2070,-0.12,0.84,-0.41,0.86,0.67,0.33
time 2071,0.4,-0.16,-0.07,0.22,-0.22,0.67
time 2072,0.87,-0.34,0.51,-0.02,0.97,1.0
time 2073,-0.57,0.14,0.25,0.46,-0.45,0.67
time 2074,-0.34,0.15,0.33,0.89,-0.51,0.67
time 2075,-0.23,0.57,0.28,0.34,-0.06,0.67
time 2076,0.88,-0.58,-0.3,-0.81,-0.22,0.33
time 2077,-0.39,-0.06,0.13,-0.76,0.56,0.67
time 2078,0.89,-0.73,0.11,0.96,-0.48,0.67
time 2079,0.53,0.29,0.98,-0.14,-0.18,0.67
time 2080,-0.15,0.64,-0.76,0.9,-0.77,1.0
time 2081,0.82,0.74,-0.45,0.49,0.28,0.67
time 2082,0.96,0.42,0.7,0.58,0.83,0.33
time 2083,0.48,-0.33,-0.15,0.35,-0.67,0.67
time 2084,0.04,-0.49,0.39,0.78,-0.86,0.33
time 2085,0.87,-0.57,0.59,-0.11,-0.99,1.0
time 2086,-0.75,-0.59,0.42,-0.06,0.61,1.0
time 2087,0.97,0.11,-0.26,-0.31,0.68,1.0
time 2088,-0.12,-0.73,0.49,-0.46,0.85,1.0
time 2089,0.14,-0.35,1.0,-0.06,-0.58,0.33
time 2090,-0.11,-0.93,0.49,-0.01,-0.75,0.33
time 2091,-0.1,0.95,-0.53,-0.95,0.62,0.67
time 2092,-0.35,-0.69,-0.02,0.84,0.35,0.33
time 2093,-0.07,-0.99,0.77,0.4,0.13,0.67
time 2094,0.03,0.01,0.83,1.0,-0.03,1.0
time 2095,-0.89,-0.55,-0.68,0.91,0.96,0.67
time 2096,0.27,-0.79,-0.84,-0.22,0.61,0.67
time 2097,0.38,0.37,-0.08,0.7,0.96,1.0
time 2098,0.62,-0.59,-0.76,-0.53,-0.41,0.33
time 2099,0.81,-0.34,-0.33,-0.78,-0.6,0.67
time 2100,-0.75,0.69,-0.93,-0.79,-0.87,0.67
time 2101,-0.18,0.54,0.17,0.11,-0.89,0.67
time 2102,0.62,-0.34,-0.53,0.34,-0.33,0.33
time 2103,-0.85,0.88,-0.06,-0.53,-0.39,1.0
time 2104,0.61,-0.13,0.15,-0.02,-0.16,0.67
time 2105,-0.03,0.24,0.55,-0.6,-0.11,0.33
time 2106,0.15,0.68,1.0,0.86,0.67,0.33
time 2107,-0.4,0.99,-0.23,-0.7,-0.23,1.0
time 2108,-0.27,0.36,-0.57,0.93,0.4,0.67
time 2109,-0.05,0.43,-0.67,0.31,0.33,1.0
time 2110,-0.35,-0.51,0.64,0.96,-0.24,0.33
time 2111,0.49,0.28,0.91,0.45,-0.56,1.0
time 2112,-0.87,-0.84,-0.36,-0.2,-0.88,0.67
time 2113,0.85,0.03,0.57,0.93,-0.39,0.67
time 2114,-0.85,-0.62,-0.61,-0.12,0.9,1.0
time 2115,0.84,0.4,0.05,-0.73,0.89,1.0
time 2116,0.58,-0.16,0.22,0.77,0.77,1.0
time 2117,0.83,-0.77,-0.39,0.85,-0.45,0.33
time 2118,-0.95,-0.43,0.02,0.12,0.32,0.33
time 2119,-0.87,0.89,0.42,-0.81,0.12,0.33
time 2120,-0.12,-0.71,-0.79,0.86,0.43,0.67
time 2121,-0.83,0.63,0.35,0.16,-0.55,0.67
time 2122,-0.53,-0.01,-0.12,0.17,0.89,0.33
time 2123,0.28,0.56,-0.4,0.87,0.7,0.33
time 2124,0.31,-0.6,0.66,0.78,-0.62,1.0
time 2125,-0.5,0.84,0.61,-0.65,0.36,0.33
time 2126,0.39,0.56,0.35,-0.85,-0.19,1.0
time 2127,0.54,-0.74,-0.64,-0.12,0.75,0.33
time 2128,-0.7,0.66,0.72,-0.32,0.51,1.0
time 2129,-0.75,-0.74,-0.87,0.58,-0.06,0.33
time 2130,-0.75,-0.32,0.45,-0.61,0.18,0.33
time 2131,0.77,0.1,-0.98,0.49,-0.58,0.67
time 2132,0.88,0.95,0.76,0.92,-0.52,0.33
time 2133,0.95,0.24,-0.65,-0.63,-0.29,1.0
time 2134,0.62,-0.74,-0.16,-0.19,0.21,0.67
time 2135,0.49,-0.87,-0.12,0.06,-0.21,1.0
time 2136,0.05,0.46,-0.51,0.09,-0.05,0.67
time 2137,-0.79,0.88,-0.98,-0.7,0.96,0.33
time 2138,-0.17,-0.3,-0.41,0.29,0.66,0.33
time 2139,-0.1,0.68,0.11,0.06,0.32,0.33
time 2140,-0.11,-0.3,-0.69,0.75,0.51,0.33
time 2141,0.36,-0.05,0.65,0.39,0.45,0.67
time 2142,-0.66,-0.55,-0.47,0.16,0.41,0.33
time 2143,-0.17,-0.74,-0.98,0.96,0.76,1.0
time 2144,-0.89,0.72,0.16,-0.98,0.25,0.33
time 2145,0.41,-0.34,-0.33,0.65,-0.1,0.33
time 2146,-0.17,-0.35,0.39,-0.77,0.01,0.67
time 2147,0.59,0.93,-0.92,-0.69,-0.62,1.0
time 2148,0.8,0.64,-0.08,-0.9,-0.7,0.67
time 2149,0.4,0.79,0.83,0.41,0.78,0.33
time 2150,-0.59,-0.82,-0.33,-0.31,0.18,0.67
time 2151,0.23,-0.45,-0.06,0.11,-0.61,0.67
time 2152,-0.65,0.97,0.72,0.92,-0.07,0.67
time 2153,0.33,0.53,-0.07,0.82,0.32,1.0
time 2154,0.02,0.48,0.56,-0.78,-0.42,0.67
time 2155,-0.08,-0.69,-0.8,-0.98,-0.05,0.67
time 2156,-0.14,0.59,-0.54,-0.47,0.07,0.67
time 2157,-0.38,-0.87,0.89,-0.86,-0.01,1.0
time 2158,-0.35,0.08,0.64,0.21,0.45,0.33
time 2159,0.43,-0.9,-0.39,-0.76,-0.78,1.0
time 2160,-0.85,-0.57,0.0,0.67,0.5,0.33
time 2161,0.52,0.64,-0.35,0.5,-0.75,1.0
time 2162,0.8,-0.94,0.19,-0.09,0.58,1.0
time 2163,0.12,-0.02,0.84,-0.88,-0.43,0.67
time 2164,0.74,-0.93,-0.26,-0.04,-0.65,0.67
time 2165,-0.22,0.3,0.82,0.49,-0.49,1.0
time 2166,0.24,-0.79,-0.4,-0.55,-0.39,1.0
time 2167,0.64,-0.37,-0.27,-0.27,0.2,1.0
time 2168,0.72,0.14,0.24,-0.36,0.09,1.0
time 2169,0.32,0.84,-0.08,-0.19,0.34,0.67
time 2170,0.17,-0.64,-0.79,0.04,-0.1,0.33
time 2171,0.9,-0.41,0.24,0.47,-0.18,1.0
time 2172,0.92,-0.11,0.36,-0.94,-0.44,1.0
time 2173,0.04,0.55,0.79,0.15,-0.3,0.33
time 2174,0.11,-0.16,0.73,0.53,0.06,0.33
time 2175,-0.73,0.27,0.69,0.82,0.2,1.0
time 2176,0.49,0.85,-0.93,-0.75,-0.8,0.67
time 2177,-0.52,-0.51,-0.47,-0.56,-0.94,1.0
time 2178,0.78,0.62,-0.29,0.35,-0.38,1.0
time 2179,-0.94,-0.75,-0.54,-0.9,-0.29,1.0
time 2180,0.1,-0.33,-0.27,-0.19,0.95,0.67
time 2181,0.06,0.79,0.66,0.0,0.09,1.0
time 2182,-0.05,-0.1,0.38,0.56,-0.69,0.33
time 2183,-0.27,-0.5,0.92,-0.39,-0.36,0.67
time 2184,-0.29,-0.38,-0.8,0.1,-0.41,1.0
time 2185,-0.19,-0.33,-0.23,-0.67,-0.85,0.33
time 2186,-0.88,-0.61,0.34,0.99,-0.05,0.67
time 2187,-0.16,0.3,0.3,0.61,0.75,0.33
time 2188,0.68,0.36,0.88,-0.04,-0.41,0.33
time 2189,0.76,0.37,-0.45,-0.61,-0.27,0.67
time 2190,0.67,-0.24,0.29,-0.77,0.13,1.0
time 2191,-0.28,0.11,0.55,-0.95,0.51,1.0
time 2192,-0.47,0.73,-0.39,-0.35,-0.44,0.67
time 2193,0.29,-0.64,-0.74,0.22,-0.21,1.0
time 2194,0.22,-0.07,0.64,0.13,0.68,0.33
time 2195,-0.87,0.64,-0.31,-0.1,0.83,0.67
time 2196,0.44,-0.79,0.05,-0.93,-0.21,1.0
time 2197,0.01,-0.73,0.04,0.94,0.16,0.67
time 2198,0.34,-0.16,-0.14,0.4,0.04,0.33
time 2199,-0.67,0.84,0.81,-0.13,0.39,0.67
time 2200,0.96,0.12,-0.35,-0.04,-0.06,1.0
time 2201,0.46,-0.08,0.14,-0.11,-0.9,0.67
time 2202,-0.27,-0.17,-0.2,0.09,-0.15,0.67
time 2203,0.94,0.45,0.07,0.91,-0.91,1.0
time 2204,-0.46,-0.13,-0.45,0.54,-0.88,1.0
time 2205,0.93,-0.44,0.85,-0.61,-0.54,0.33
time 2206,0.15,-0.16,0.77,-0.2,-0.16,1.0
time 2207,0.03,0.81,-0.65,0.29,0.54,1.0
time 2208,-0.28,0.85,-0.45,-0.61,-0.79,0.33
time 2209,0.6,-0.0,-0.34,-0.49,0.12,1.0
time 2210,-0.71,0.97,0.41,-0.41,0.6,0.67
time 2211,-0.71,-0.87,-0.12,0.03,-0.7,1.0
time 2212,0.22,-0.65,-0.77,-0.3,0.4,0.67
time 2213,-0.3,0.6,-0.99,-0.77,-0.52,0.33
time 2214,0.81,0.73,0.18,0.67,0.62,0.67
time 2215,-0.1,-0.58,0.91,-0.38,-0.13,0.33
time 2216,-0.74,0.24,0.36,-0.82,-0.46,1.0
time 2217,-0.05,-0.48,-0.24,0.14,0.54,0.33
time 2218,0.69,0.41,0.19,-0.08,-0.76,0.67
time 2219,-0.45,0.55,-0.59,-0.76,-0.49,0.33
time 2220,-0.17,0.81,-0.67,-0.43,0.93,0.33
time 2221,0.43,0.24,-0.8,-0.05,-0.64,0.33
time 2222,-0.99,0.3,0.53,0.45,-0.63,0.33
time 2223,-0.67,-0.14,0.59,0.62,-0.3,1.0
time 2224,0.2,-0.74,0.93,0.58,-0.28,0.67
time 2225,-0.51,-0.67,-0.03,0.08,0.08,0.33
time 2226,0.25,0.82,-0.38,0.48,0.18,0.33
time 2227,-0.37,-0.99,-0.6,0.55,0.39,1.0
time 2228,-0.11,-0.31,-0.48,-0.52,0.43,0.67
time 2229,-0.3,-0.96,0.98,0.17,-0.62,0.33
time 2230,0.6,0.4,0.71,-0.19,-0.75,0.67
time 2231,0.13,0.7,-0.24,0.74,0.54,0.33
time 2232,0.4,-0.15,-0.81,-0.56,0.27,0.33
time 2233,0.95,-0.83,0.31,-0.24,0.38,0.67
time 2234,-0.37,-0.1,0.66,0.45,0.34,1.0
time 2235,-0.24,0.74,0.23,-0.97,-0.13,0.33
time 2236,-0.75,-0.02,0.27,0.87,-0.76,0.67
time 2237,-0.04,0.78,0.88,0.76,-0.42,0.67
time 2238,0.52,-0.22,-0.54,-0.72,0.6,0.33
time 2239,-0.97,-0.13,-0.86,0.73,-0.43,0.33
time 2240,1.0,-0.09,-0.15,-0.14,0.89,0.67
time 2241,0.49,0.73,-0.07,0.09,0.08,1.0
time 2242,-0.45,-0.84,-0.71,0.27,-0.23,1.0
time 2243,0.78,0.47,0.26,-0.7,-0.09,1.0
time 2244,0.61,0.92,0.85,0.13,0.28,0.33
time 2245,-0.64,0.48,-0.56,0.15,0.24,0.67
time 2246,0.63,-0.45,-0.74,-0.49,-0.27,1.0
time 2247,0.77,0.62,0.72,0.18,0.38,0.67
time 2248,-0.61,0.48,0.97,0.78,0.4,0.33
time 2249,-0.51,0.94,0.94,0.89,0.54,0.33
